"","country","ccode","year","tier","minstand","efforts","TRAFFICKING_FLOWS","source","source_order","transit","transit_order","destination","destination_order","internal","TRAFFICKING_TYPES","psource","ptransit","pdest","pinternal","lsource","ltransit","ldest","linternal","dsource","dtransit","ddest","dinternal","dssource","dstransit","dsdest","dsinternal","cpsource","cptransit","cpdest","cpinternal","clsource","cltransit","cldest","clinternal","cssource","cstransit","csdest","csinternal","PROSECUTION","domesticlaws","enforcement","convictinfo","prosnum","PROTECTION","protectprogress","victimid","victimservices","victimpunish","PREVENTION","preventprogress","INTERNATIONAL_LAWS","UNP_sign","UNP_rat","ILO182","ILO29","ILO105","CEDAW_sign","CEDAW_rat","UNCRC_sign","UNCRC_rat","conflict_sign","conflict_rat"
"374","Poland",290,2007,1,1,1,NA,1,1,1,2,1,3,0,NA,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NA,2,2,1,36,NA,1,0,-1,0,NA,2,NA,"Ê4 Oct 2001Ê","26 Sep 2003Ê",2002-08-09,1958-07-30,1958-07-30,"29 May 1980Ê","30 Jul 1980Ê","13 Feb 2002Ê","Ê4 Feb 2005Ê","13 Feb 2002Ê","Ê7 Apr 2005Ê"
"375","Poland",290,2008,1,1,1,NA,1,1,1,2,1,3,0,NA,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,2,1,58,NA,1,0,-1,0,NA,2,NA,"Ê4 Oct 2001Ê","26 Sep 2003Ê",2002-08-09,1958-07-30,1958-07-30,"29 May 1980Ê","30 Jul 1980Ê","13 Feb 2002Ê","Ê4 Feb 2005Ê","13 Feb 2002Ê","Ê7 Apr 2005Ê"
"376","Poland",290,2009,1,1,1,NA,1,1,1,2,1,3,0,NA,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,2,1,78,NA,1,0,-1,0,NA,2,NA,"Ê4 Oct 2001Ê","26 Sep 2003Ê",2002-08-09,1958-07-30,1958-07-30,"29 May 1980Ê","30 Jul 1980Ê","13 Feb 2002Ê","Ê4 Feb 2005Ê","13 Feb 2002Ê","Ê7 Apr 2005Ê"
"377","Poland",290,2010,1,1,1,NA,1,1,0,0,1,2,1,NA,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,2,2,1,79,NA,1,0,-1,-1,NA,2,NA,"Ê4 Oct 2001Ê","26 Sep 2003Ê",2002-08-09,1958-07-30,1958-07-30,"29 May 1980Ê","30 Jul 1980Ê","13 Feb 2002Ê","Ê4 Feb 2005Ê","13 Feb 2002Ê","Ê7 Apr 2005Ê"
"378","Poland",290,2011,1,1,2,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,NA,2,2,1,77,NA,1,-1,-1,1,NA,2,NA,"Ê4 Oct 2001Ê","26 Sep 2003Ê",2002-08-09,1958-07-30,1958-07-30,"29 May 1980Ê","30 Jul 1980Ê","13 Feb 2002Ê","Ê4 Feb 2005Ê","13 Feb 2002Ê","Ê7 Apr 2005Ê"
"379","Austria",305,2001,1,1,1,NA,0,0,1,2,1,1,0,NA,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,NA,NA,1,0,1,0,NA,2,NA,"12 Dec 2000Ê","15 Sep 2005Ê",2001-12-04,1960-06-07,1958-03-05,"17 Jul 1980Ê","31 Mar 1982Ê","Ê6 Sep 2000Ê","Ê6 May 2004Ê","Ê6 Sep 2000Ê","Ê1 Feb 2002Ê"
"380","Austria",305,2002,1,1,1,NA,0,0,1,1,1,2,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,NA,NA,1,0,1,0,NA,2,NA,"12 Dec 2000Ê","15 Sep 2005Ê",2001-12-04,1960-06-07,1958-03-05,"17 Jul 1980Ê","31 Mar 1982Ê","Ê6 Sep 2000Ê","Ê6 May 2004Ê","Ê6 Sep 2000Ê","Ê1 Feb 2002Ê"
"381","Austria",305,2003,1,1,1,NA,0,0,1,1,1,2,0,NA,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,1,2,1,NA,NA,1,0,1,0,NA,2,NA,"12 Dec 2000Ê","15 Sep 2005Ê",2001-12-04,1960-06-07,1958-03-05,"17 Jul 1980Ê","31 Mar 1982Ê","Ê6 Sep 2000Ê","Ê6 May 2004Ê","Ê6 Sep 2000Ê","Ê1 Feb 2002Ê"
"382","Austria",305,2004,1,1,1,NA,0,0,1,1,1,2,0,NA,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,1,2,1,NA,NA,1,0,1,0,NA,2,NA,"12 Dec 2000Ê","15 Sep 2005Ê",2001-12-04,1960-06-07,1958-03-05,"17 Jul 1980Ê","31 Mar 1982Ê","Ê6 Sep 2000Ê","Ê6 May 2004Ê","Ê6 Sep 2000Ê","Ê1 Feb 2002Ê"
"383","Austria",305,2005,1,1,1,NA,0,0,1,1,1,2,0,NA,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,NA,1,2,1,348,NA,1,0,1,0,NA,2,NA,"12 Dec 2000Ê","15 Sep 2005Ê",2001-12-04,1960-06-07,1958-03-05,"17 Jul 1980Ê","31 Mar 1982Ê","Ê6 Sep 2000Ê","Ê6 May 2004Ê","Ê6 Sep 2000Ê","Ê1 Feb 2002Ê"
"384","Austria",305,2006,1,1,1,NA,0,0,1,1,1,2,0,NA,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,1,2,1,168,NA,1,0,1,0,NA,1,NA,"12 Dec 2000Ê","15 Sep 2005Ê",2001-12-04,1960-06-07,1958-03-05,"17 Jul 1980Ê","31 Mar 1982Ê","Ê6 Sep 2000Ê","Ê6 May 2004Ê","Ê6 Sep 2000Ê","Ê1 Feb 2002Ê"
"385","Austria",305,2007,1,1,1,NA,0,0,1,1,1,2,0,NA,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,1,2,1,137,NA,1,0,1,0,NA,1,NA,"12 Dec 2000Ê","15 Sep 2005Ê",2001-12-04,1960-06-07,1958-03-05,"17 Jul 1980Ê","31 Mar 1982Ê","Ê6 Sep 2000Ê","Ê6 May 2004Ê","Ê6 Sep 2000Ê","Ê1 Feb 2002Ê"
"386","Austria",305,2008,1,1,1,NA,0,0,1,1,1,2,0,NA,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,1,2,1,222,NA,1,0,1,0,NA,2,NA,"12 Dec 2000Ê","15 Sep 2005Ê",2001-12-04,1960-06-07,1958-03-05,"17 Jul 1980Ê","31 Mar 1982Ê","Ê6 Sep 2000Ê","Ê6 May 2004Ê","Ê6 Sep 2000Ê","Ê1 Feb 2002Ê"
"387","Austria",305,2009,1,1,1,NA,0,0,1,1,1,2,0,NA,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,NA,1,2,1,NA,NA,1,-1,1,-1,NA,2,NA,"12 Dec 2000Ê","15 Sep 2005Ê",2001-12-04,1960-06-07,1958-03-05,"17 Jul 1980Ê","31 Mar 1982Ê","Ê6 Sep 2000Ê","Ê6 May 2004Ê","Ê6 Sep 2000Ê","Ê1 Feb 2002Ê"
"388","Austria",305,2010,1,1,1,NA,0,0,1,2,1,1,0,NA,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,NA,1,2,1,NA,NA,1,-1,1,1,NA,2,NA,"12 Dec 2000Ê","15 Sep 2005Ê",2001-12-04,1960-06-07,1958-03-05,"17 Jul 1980Ê","31 Mar 1982Ê","Ê6 Sep 2000Ê","Ê6 May 2004Ê","Ê6 Sep 2000Ê","Ê1 Feb 2002Ê"
"389","Austria",305,2011,1,1,2,NA,0,0,1,2,1,1,0,NA,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,NA,1,2,1,NA,NA,1,-1,1,-1,NA,2,NA,"12 Dec 2000Ê","15 Sep 2005Ê",2001-12-04,1960-06-07,1958-03-05,"17 Jul 1980Ê","31 Mar 1982Ê","Ê6 Sep 2000Ê","Ê6 May 2004Ê","Ê6 Sep 2000Ê","Ê1 Feb 2002Ê"
"390","Hungary",310,2001,2,-1,1,NA,1,2,1,1,1,3,0,NA,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,0,0,1,1,NA,0,NA,"14 Dec 2000Ê","22 Dec 2006Ê",2000-04-20,1956-06-08,1994-01-04,"Ê6 Jun 1980Ê","22 Dec 1980Ê","11 Mar 2002Ê","24 Feb 2010Ê","11 Mar 2002Ê","24 Feb 2010Ê"
"391","Hungary",310,2002,2,-1,1,NA,1,2,1,1,1,3,0,NA,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,1,0,1,1,NA,1,NA,"14 Dec 2000Ê","22 Dec 2006Ê",2000-04-20,1956-06-08,1994-01-04,"Ê6 Jun 1980Ê","22 Dec 1980Ê","11 Mar 2002Ê","24 Feb 2010Ê","11 Mar 2002Ê","24 Feb 2010Ê"
"392","Hungary",310,2003,2,-1,1,NA,1,2,1,1,1,3,0,NA,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NA,1,1,0,NA,NA,-1,0,1,1,NA,1,NA,"14 Dec 2000Ê","22 Dec 2006Ê",2000-04-20,1956-06-08,1994-01-04,"Ê6 Jun 1980Ê","22 Dec 1980Ê","11 Mar 2002Ê","24 Feb 2010Ê","11 Mar 2002Ê","24 Feb 2010Ê"
"393","Hungary",310,2004,2,-1,1,NA,1,2,1,1,1,3,0,NA,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NA,1,1,1,22,NA,0,-1,1,1,NA,1,NA,"14 Dec 2000Ê","22 Dec 2006Ê",2000-04-20,1956-06-08,1994-01-04,"Ê6 Jun 1980Ê","22 Dec 1980Ê","11 Mar 2002Ê","24 Feb 2010Ê","11 Mar 2002Ê","24 Feb 2010Ê"
"394","Hungary",310,2005,2,-1,1,NA,1,2,1,1,1,3,1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NA,1,1,1,21,NA,-1,-1,1,1,NA,2,NA,"14 Dec 2000Ê","22 Dec 2006Ê",2000-04-20,1956-06-08,1994-01-04,"Ê6 Jun 1980Ê","22 Dec 1980Ê","11 Mar 2002Ê","24 Feb 2010Ê","11 Mar 2002Ê","24 Feb 2010Ê"
"395","Hungary",310,2006,2,-1,1,NA,1,2,1,1,1,3,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NA,1,1,1,27,NA,1,-1,1,1,NA,2,NA,"14 Dec 2000Ê","22 Dec 2006Ê",2000-04-20,1956-06-08,1994-01-04,"Ê6 Jun 1980Ê","22 Dec 1980Ê","11 Mar 2002Ê","24 Feb 2010Ê","11 Mar 2002Ê","24 Feb 2010Ê"
"396","Hungary",310,2007,1,1,1,NA,1,2,1,1,1,3,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,2,1,23,NA,1,1,1,-1,NA,2,NA,"14 Dec 2000Ê","22 Dec 2006Ê",2000-04-20,1956-06-08,1994-01-04,"Ê6 Jun 1980Ê","22 Dec 1980Ê","11 Mar 2002Ê","24 Feb 2010Ê","11 Mar 2002Ê","24 Feb 2010Ê"
"397","Hungary",310,2008,1,1,1,NA,1,2,1,1,1,3,1,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,NA,2,2,1,20,NA,1,0,1,-1,NA,1,NA,"14 Dec 2000Ê","22 Dec 2006Ê",2000-04-20,1956-06-08,1994-01-04,"Ê6 Jun 1980Ê","22 Dec 1980Ê","11 Mar 2002Ê","24 Feb 2010Ê","11 Mar 2002Ê","24 Feb 2010Ê"
"398","Hungary",310,2009,2,-1,1,NA,1,2,1,1,1,3,1,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,2,1,1,18,NA,-1,0,0,-1,NA,-1,NA,"14 Dec 2000Ê","22 Dec 2006Ê",2000-04-20,1956-06-08,1994-01-04,"Ê6 Jun 1980Ê","22 Dec 1980Ê","11 Mar 2002Ê","24 Feb 2010Ê","11 Mar 2002Ê","24 Feb 2010Ê"
"399","Hungary",310,2010,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,NA,2,2,1,16,NA,-1,0,-1,-1,NA,1,NA,"14 Dec 2000Ê","22 Dec 2006Ê",2000-04-20,1956-06-08,1994-01-04,"Ê6 Jun 1980Ê","22 Dec 1980Ê","11 Mar 2002Ê","24 Feb 2010Ê","11 Mar 2002Ê","24 Feb 2010Ê"
"400","Hungary",310,2011,2,-1,2,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,NA,2,2,1,8,NA,-1,0,-1,1,NA,-1,NA,"14 Dec 2000Ê","22 Dec 2006Ê",2000-04-20,1956-06-08,1994-01-04,"Ê6 Jun 1980Ê","22 Dec 1980Ê","11 Mar 2002Ê","24 Feb 2010Ê","11 Mar 2002Ê","24 Feb 2010Ê"
"401","Czech Republic",316,2001,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,NA,1,2,1,8,NA,0,0,-1,0,NA,1,NA,"10 Dec 2002Ê","",2001-06-19,1993-01-01,1996-08-06,"","22 Feb 1993 d","26 Jan 2005Ê","26 Aug 2013Ê","Ê6 Sep 2000Ê","30 Nov 2001Ê"
"402","Czech Republic",316,2002,1,1,1,NA,1,1,1,2,1,3,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,2,2,1,NA,NA,0,0,1,0,NA,1,NA,"10 Dec 2002Ê","",2001-06-19,1993-01-01,1996-08-06,"","22 Feb 1993 d","26 Jan 2005Ê","26 Aug 2013Ê","Ê6 Sep 2000Ê","30 Nov 2001Ê"
"403","Czech Republic",316,2003,1,1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,2,2,0,NA,NA,0,0,0,0,NA,2,NA,"10 Dec 2002Ê","",2001-06-19,1993-01-01,1996-08-06,"","22 Feb 1993 d","26 Jan 2005Ê","26 Aug 2013Ê","Ê6 Sep 2000Ê","30 Nov 2001Ê"
"404","Czech Republic",316,2004,1,1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,19,NA,1,0,-1,0,NA,1,NA,"10 Dec 2002Ê","",2001-06-19,1993-01-01,1996-08-06,"","22 Feb 1993 d","26 Jan 2005Ê","26 Aug 2013Ê","Ê6 Sep 2000Ê","30 Nov 2001Ê"
"405","Czech Republic",316,2005,1,1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,2,1,12,NA,1,0,1,0,NA,2,NA,"10 Dec 2002Ê","",2001-06-19,1993-01-01,1996-08-06,"","22 Feb 1993 d","26 Jan 2005Ê","26 Aug 2013Ê","Ê6 Sep 2000Ê","30 Nov 2001Ê"
"406","Czech Republic",316,2006,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,2,1,52,NA,1,0,0,0,NA,2,NA,"10 Dec 2002Ê","",2001-06-19,1993-01-01,1996-08-06,"","22 Feb 1993 d","26 Jan 2005Ê","26 Aug 2013Ê","Ê6 Sep 2000Ê","30 Nov 2001Ê"
"407","Czech Republic",316,2007,1,1,1,NA,1,3,1,1,1,2,1,NA,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,2,1,72,NA,-1,0,-1,0,NA,2,NA,"10 Dec 2002Ê","",2001-06-19,1993-01-01,1996-08-06,"","22 Feb 1993 d","26 Jan 2005Ê","26 Aug 2013Ê","Ê6 Sep 2000Ê","30 Nov 2001Ê"
"408","Czech Republic",316,2008,1,1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,2,1,121,NA,-1,1,-1,-1,NA,1,NA,"10 Dec 2002Ê","",2001-06-19,1993-01-01,1996-08-06,"","22 Feb 1993 d","26 Jan 2005Ê","26 Aug 2013Ê","Ê6 Sep 2000Ê","30 Nov 2001Ê"
"409","Czech Republic",316,2009,1,1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,2,1,64,NA,1,0,0,0,NA,1,NA,"10 Dec 2002Ê","",2001-06-19,1993-01-01,1996-08-06,"","22 Feb 1993 d","26 Jan 2005Ê","26 Aug 2013Ê","Ê6 Sep 2000Ê","30 Nov 2001Ê"
"410","Czech Republic",316,2010,1,1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,1,1,115,NA,1,1,0,-1,NA,2,NA,"10 Dec 2002Ê","",2001-06-19,1993-01-01,1996-08-06,"","22 Feb 1993 d","26 Jan 2005Ê","26 Aug 2013Ê","Ê6 Sep 2000Ê","30 Nov 2001Ê"
"411","Czech Republic",316,2011,2,-1,2,NA,1,1,1,2,1,3,1,NA,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,1,1,60,NA,1,1,1,-1,NA,1,NA,"10 Dec 2002Ê","",2001-06-19,1993-01-01,1996-08-06,"","22 Feb 1993 d","26 Jan 2005Ê","26 Aug 2013Ê","Ê6 Sep 2000Ê","30 Nov 2001Ê"
"412","Slovak Republic",317,2003,2,-1,1,NA,1,1,1,2,1,3,0,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,2,1,6,NA,1,0,0,1,NA,1,NA,"15 Nov 2001Ê","21 Sep 2004Ê",1999-12-20,1993-01-01,1997-09-29,"","28 May 1993 d","30 Nov 2001Ê","25 Jun 2004Ê","30 Nov 2001Ê","Ê7 Jul 2006Ê"
"413","Slovak Republic",317,2004,2,-1,1,NA,1,1,1,1,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,2,2,1,60,NA,1,-1,0,1,NA,1,NA,"15 Nov 2001Ê","21 Sep 2004Ê",1999-12-20,1993-01-01,1997-09-29,"","28 May 1993 d","30 Nov 2001Ê","25 Jun 2004Ê","30 Nov 2001Ê","Ê7 Jul 2006Ê"
"414","Slovak Republic",317,2005,2,-1,1,NA,1,2,1,1,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,2,2,1,19,NA,1,-1,0,-1,NA,1,NA,"15 Nov 2001Ê","21 Sep 2004Ê",1999-12-20,1993-01-01,1997-09-29,"","28 May 1993 d","30 Nov 2001Ê","25 Jun 2004Ê","30 Nov 2001Ê","Ê7 Jul 2006Ê"
"415","Slovak Republic",317,2006,2,-1,1,NA,1,2,1,1,0,0,0,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,2,1,30,NA,1,0,-1,0,NA,2,NA,"15 Nov 2001Ê","21 Sep 2004Ê",1999-12-20,1993-01-01,1997-09-29,"","28 May 1993 d","30 Nov 2001Ê","25 Jun 2004Ê","30 Nov 2001Ê","Ê7 Jul 2006Ê"
"416","Slovak Republic",317,2007,2,-1,1,NA,1,1,1,2,0,0,0,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,2,2,1,32,NA,1,0,0,1,NA,2,NA,"15 Nov 2001Ê","21 Sep 2004Ê",1999-12-20,1993-01-01,1997-09-29,"","28 May 1993 d","30 Nov 2001Ê","25 Jun 2004Ê","30 Nov 2001Ê","Ê7 Jul 2006Ê"
"417","Slovak Republic",317,2008,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,NA,2,2,1,16,NA,1,0,0,0,NA,1,NA,"15 Nov 2001Ê","21 Sep 2004Ê",1999-12-20,1993-01-01,1997-09-29,"","28 May 1993 d","30 Nov 2001Ê","25 Jun 2004Ê","30 Nov 2001Ê","Ê7 Jul 2006Ê"
"418","Slovak Republic",317,2009,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,NA,2,2,1,3,NA,1,0,-1,-1,NA,1,NA,"15 Nov 2001Ê","21 Sep 2004Ê",1999-12-20,1993-01-01,1997-09-29,"","28 May 1993 d","30 Nov 2001Ê","25 Jun 2004Ê","30 Nov 2001Ê","Ê7 Jul 2006Ê"
"419","Slovak Republic",317,2010,2,-1,1,NA,1,1,1,2,1,3,1,NA,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,2,2,1,3,NA,1,-1,-1,-1,NA,2,NA,"15 Nov 2001Ê","21 Sep 2004Ê",1999-12-20,1993-01-01,1997-09-29,"","28 May 1993 d","30 Nov 2001Ê","25 Jun 2004Ê","30 Nov 2001Ê","Ê7 Jul 2006Ê"
"420","Slovak Republic",317,2011,1,1,2,NA,1,1,1,2,1,3,0,NA,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,NA,2,2,1,6,NA,1,-1,-1,-1,NA,2,NA,"15 Nov 2001Ê","21 Sep 2004Ê",1999-12-20,1993-01-01,1997-09-29,"","28 May 1993 d","30 Nov 2001Ê","25 Jun 2004Ê","30 Nov 2001Ê","Ê7 Jul 2006Ê"
"421","Italy",325,2001,1,1,1,NA,0,0,1,2,1,1,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,500,NA,1,1,1,0,NA,0,NA,"12 Dec 2000Ê","Ê2 Aug 2006Ê",2000-06-07,1934-06-18,1968-03-15,"17 Jul 1980Ê","10 Jun 1985Ê","Ê6 Sep 2000Ê","Ê9 May 2002Ê","Ê6 Sep 2000Ê","Ê9 May 2002Ê"
"422","Italy",325,2002,1,1,1,NA,0,0,1,2,1,1,0,NA,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,1,2,1,NA,NA,1,1,1,-1,NA,2,NA,"12 Dec 2000Ê","Ê2 Aug 2006Ê",2000-06-07,1934-06-18,1968-03-15,"17 Jul 1980Ê","10 Jun 1985Ê","Ê6 Sep 2000Ê","Ê9 May 2002Ê","Ê6 Sep 2000Ê","Ê9 May 2002Ê"
"423","Italy",325,2003,1,1,1,NA,0,0,1,2,1,1,0,NA,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,2,1,204,NA,1,1,1,1,NA,2,NA,"12 Dec 2000Ê","Ê2 Aug 2006Ê",2000-06-07,1934-06-18,1968-03-15,"17 Jul 1980Ê","10 Jun 1985Ê","Ê6 Sep 2000Ê","Ê9 May 2002Ê","Ê6 Sep 2000Ê","Ê9 May 2002Ê"
"424","Italy",325,2004,1,1,1,NA,0,0,1,2,1,1,0,NA,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,2,2,1,128,NA,1,1,1,1,NA,2,NA,"12 Dec 2000Ê","Ê2 Aug 2006Ê",2000-06-07,1934-06-18,1968-03-15,"17 Jul 1980Ê","10 Jun 1985Ê","Ê6 Sep 2000Ê","Ê9 May 2002Ê","Ê6 Sep 2000Ê","Ê9 May 2002Ê"
"425","Italy",325,2006,1,1,1,NA,0,0,1,2,1,1,0,NA,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,2,2,-1,50,NA,1,1,1,-1,NA,2,NA,"12 Dec 2000Ê","Ê2 Aug 2006Ê",2000-06-07,1934-06-18,1968-03-15,"17 Jul 1980Ê","10 Jun 1985Ê","Ê6 Sep 2000Ê","Ê9 May 2002Ê","Ê6 Sep 2000Ê","Ê9 May 2002Ê"
"426","Italy",325,2007,1,1,1,NA,0,0,1,1,1,2,0,NA,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,2,2,-1,102,NA,1,1,1,1,NA,2,NA,"12 Dec 2000Ê","Ê2 Aug 2006Ê",2000-06-07,1934-06-18,1968-03-15,"17 Jul 1980Ê","10 Jun 1985Ê","Ê6 Sep 2000Ê","Ê9 May 2002Ê","Ê6 Sep 2000Ê","Ê9 May 2002Ê"
"427","Italy",325,2008,1,1,1,NA,0,0,1,2,1,1,0,NA,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,2,2,1,80,NA,1,1,1,1,NA,2,NA,"12 Dec 2000Ê","Ê2 Aug 2006Ê",2000-06-07,1934-06-18,1968-03-15,"17 Jul 1980Ê","10 Jun 1985Ê","Ê6 Sep 2000Ê","Ê9 May 2002Ê","Ê6 Sep 2000Ê","Ê9 May 2002Ê"
"428","Italy",325,2009,1,1,1,NA,0,0,1,2,1,1,0,NA,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,2,2,1,480,NA,1,1,1,1,NA,2,NA,"12 Dec 2000Ê","Ê2 Aug 2006Ê",2000-06-07,1934-06-18,1968-03-15,"17 Jul 1980Ê","10 Jun 1985Ê","Ê6 Sep 2000Ê","Ê9 May 2002Ê","Ê6 Sep 2000Ê","Ê9 May 2002Ê"
